datetime,open,high,low,close,volume
2017-09-19,4060.000000,4089.970000,3830.910000,3910.040000,902.332129
2017-09-20,3910.040000,4046.080000,3820.000000,3900.000000,720.935076
2017-09-21,3889.990000,3910.000000,3567.000000,3609.990000,1001.654084
2017-09-22,3592.840000,3750.000000,3505.550000,3595.870000,838.966425
2017-09-23,3595.880000,3817.190000,3542.910000,3780.000000,752.792791
2017-09-24,3779.540000,3789.990000,3622.760000,3660.020000,661.636390
2017-09-25,3660.020000,3979.870000,3653.690000,3920.750000,727.994713
2017-09-26,3928.000000,3976.990000,3850.050000,3882.350000,526.727987
2017-09-27,3882.360000,4249.940000,3872.810000,4193.000000,628.170966
2017-09-28,4192.110000,4300.000000,4101.000000,4174.500000,849.785325
2017-09-29,4178.980000,4263.860000,3952.010000,4174.690000,1602.309565
2017-09-30,4175.000000,4380.000000,4138.100000,4378.510000,720.353183
2017-10-01,4378.490000,4406.520000,4240.040000,4378.480000,726.963685
2017-10-02,4400.000000,4561.630000,4360.000000,4380.000000,655.756974
2017-10-03,4380.000000,4467.330000,4180.800000,4310.000000,1082.323563
2017-10-04,4314.900000,4373.000000,4142.000000,4208.590000,868.465101
2017-10-05,4208.590000,4355.000000,4110.000000,4292.430000,779.138638
2017-10-06,4318.990000,4417.000000,4292.000000,4369.000000,506.529176
2017-10-07,4369.000000,4479.500000,4312.560000,4423.000000,297.597500
2017-10-08,4425.000000,4658.000000,4425.000000,4640.000000,518.462004
2017-10-09,4640.000000,4889.980000,4550.000000,4786.950000,646.463145
2017-10-10,4786.950000,4960.000000,4680.590000,4783.060000,1043.221773
2017-10-11,4783.060000,4881.610000,4710.000000,4821.430000,753.429396
2017-10-12,4821.430000,5439.990000,4810.160000,5430.000000,1276.701482
2017-10-13,5439.990000,5846.170000,5379.840000,5649.980000,1879.827620
2017-10-14,5650.000000,5900.000000,5580.010000,5869.990000,970.759046
2017-10-15,5855.030000,5922.300000,5400.010000,5709.990000,1343.523375
2017-10-16,5710.000000,5788.910000,5585.190000,5760.020000,1528.996462
2017-10-17,5760.000000,5774.980000,5508.630000,5595.000000,1429.869376
2017-10-18,5595.000000,5596.000000,5037.950000,5512.060000,2317.804373
2017-10-19,5513.000000,5710.000000,5490.260000,5683.900000,1881.722107
2017-10-20,5683.310000,6110.000000,5600.000000,6010.010000,1972.977220
2017-10-21,6013.720000,6171.000000,5850.030000,6024.970000,1664.307693
2017-10-22,6003.270000,6060.000000,5720.030000,5950.020000,1362.092216
2017-10-23,5975.000000,6080.000000,5621.030000,5915.930000,1812.557715
2017-10-24,5909.470000,5925.000000,5450.000000,5477.030000,2580.418767
2017-10-25,5506.920000,5704.960000,5286.980000,5689.990000,2282.813205
2017-10-26,5670.100000,5939.990000,5650.000000,5861.770000,1972.965882
2017-10-27,5861.770000,5980.000000,5649.240000,5768.830000,1403.706416
2017-10-28,5768.790000,5850.020000,5630.030000,5719.640000,1276.754412
2017-10-29,5709.980000,6189.880000,5648.010000,6169.980000,1804.778173
2017-10-30,6133.010000,6248.680000,6030.000000,6120.500000,1473.687043
2017-10-31,6120.520000,6498.010000,6100.000000,6463.000000,1511.774925
2017-11-01,6463.000000,6774.670000,6338.020000,6753.980000,1675.615188
2017-11-02,6753.980000,7300.000000,6685.100000,7019.980000,2503.610803
2017-11-03,7010.310000,7346.340000,6923.000000,7115.040000,1891.497592
2017-11-04,7115.020000,7480.990000,6901.000000,7357.090000,1399.191767
2017-11-05,7357.270000,7590.250000,7279.020000,7345.010000,1207.832330
2017-11-06,7345.100000,7401.000000,6906.000000,6960.120000,1763.019261
2017-11-07,6981.720000,7198.490000,6901.000000,7064.040000,1440.259494
2017-11-08,7070.000000,7770.020000,6651.000000,7303.000000,2822.298802
2017-11-09,7303.010000,7392.000000,7015.000000,7079.990000,1913.398308
2017-11-10,7079.000000,7279.910000,6255.010000,6506.980000,3254.704105
2017-11-11,6503.000000,6797.980000,6100.000000,6245.050000,2754.156861
2017-11-12,6245.050000,6630.000000,5325.010000,5811.030000,4968.483069
2017-11-13,5839.940000,6697.470000,5699.990000,6465.990000,2621.243039
2017-11-14,6465.990000,6684.980000,6311.070000,6574.990000,1254.292531
2017-11-15,6575.990000,7298.000000,6575.990000,7240.060000,1779.605845
2017-11-16,7240.140000,7940.000000,7076.000000,7864.500000,2331.956750
2017-11-17,7876.980000,7989.000000,7451.000000,7699.190000,3982.395925
2017-11-18,7680.010000,7819.990000,7422.000000,7761.940000,3954.266477
2017-11-19,7761.940000,8123.150000,7650.330000,8038.000000,3867.340444
2017-11-20,8057.110000,8319.990000,7954.000000,8212.000000,3886.634348
2017-11-21,8212.490000,8400.000000,7801.000000,8119.510000,4544.474016
2017-11-22,8091.090000,8322.680000,8091.090000,8205.920000,3545.005710
2017-11-23,8233.030000,8260.000000,8000.000000,8019.990000,4093.952687
2017-11-24,8019.970000,8369.000000,7850.000000,8138.000000,4411.789112
2017-11-25,8138.990000,8734.780000,8090.000000,8700.010000,4292.623682
2017-11-26,8700.040000,9350.000000,8604.720000,9128.020000,4147.380237
2017-11-27,9128.000000,9654.280000,9112.040000,9650.000000,4521.625707
2017-11-28,9650.000000,9939.000000,9570.500000,9896.800000,4917.210985
2017-11-29,9896.790000,11300.030000,8520.000000,9687.880000,13352.538715
2017-11-30,9687.880000,10900.000000,8850.800000,9838.960000,9389.574329
2017-12-01,9837.000000,10898.000000,9380.000000,10782.990000,6134.923633
2017-12-02,10775.040000,11190.000000,10620.000000,10890.010000,4765.439757
2017-12-03,10902.690000,11825.000000,10500.000000,11165.410000,5346.636524
2017-12-04,11165.410000,11600.000000,10802.000000,11579.000000,4663.424562
2017-12-05,11571.030000,11853.000000,11447.680000,11699.990000,5550.732055
2017-12-06,11699.990000,13615.230000,11665.580000,13550.050000,6707.946319
2017-12-07,13541.010000,16649.960000,13050.000000,16599.000000,7487.065695
2017-12-08,16599.000000,17204.990000,14015.000000,15880.000000,17589.013136
2017-12-09,15880.010000,16269.300000,12535.000000,14656.070000,13918.758687
2017-12-10,14664.010000,15720.120000,12368.000000,14899.980000,16553.037173
2017-12-11,14946.260000,17470.000000,14901.080000,16587.970000,11820.401762
2017-12-12,16587.970000,16976.450000,15875.000000,16349.990000,9436.802411
2017-12-13,16349.990000,16546.000000,14666.560000,16033.290000,12416.328801
2017-12-14,16030.340000,16445.000000,15450.000000,16334.980000,11616.867151
2017-12-15,16334.980000,17991.000000,16298.450000,17539.830000,9181.273947
2017-12-16,17516.810000,19539.000000,17190.010000,19102.660000,4202.628709
2017-12-17,19120.190000,19798.680000,18510.000000,18860.020000,9177.183434
2017-12-18,18860.040000,19300.000000,17029.980000,18856.250000,10624.633071
2017-12-19,18856.250000,18950.000000,16300.000000,17295.200000,13210.748220
2017-12-20,17295.200000,17720.350000,14777.660000,16488.980000,13450.496693
2017-12-21,16480.520000,17309.500000,14022.000000,15492.640000,20324.217300
2017-12-22,15514.030000,15699.340000,10961.000000,13326.610000,36076.271175
2017-12-23,13326.610000,14950.000000,12978.180000,13300.000000,13141.538875
2017-12-24,13300.000000,13819.990000,11640.000000,13500.000000,28557.534988
2017-12-25,13500.000000,14300.000000,12708.000000,13699.340000,15748.207607
2017-12-26,13699.340000,16050.000000,13533.000000,15689.010000,15034.668104
2017-12-27,15709.980000,16498.050000,14200.150000,15459.990000,14959.864723
2017-12-28,15459.970000,15539.990000,13150.000000,14182.110000,21717.858014
2017-12-29,14199.140000,14981.000000,13850.000000,14378.900000,18072.008116
2017-12-30,14378.990000,14398.850000,11750.000000,12440.010000,19221.158039
2017-12-31,12345.100000,14050.110000,12149.980000,13716.360000,11768.989718
2018-01-01,13715.650000,13818.550000,12750.000000,13380.000000,8609.915844
2018-01-02,13382.160000,15473.490000,12890.020000,14675.110000,20078.092111
2018-01-03,14690.000000,15307.560000,14150.000000,14919.510000,15905.667639
2018-01-04,14919.510000,15280.000000,13918.040000,15059.540000,21329.649574
2018-01-05,15059.560000,17176.240000,14600.000000,16960.390000,23251.491125
2018-01-06,16960.390000,17143.130000,16011.210000,17069.790000,18571.457508
2018-01-07,17069.790000,17099.960000,15610.000000,16150.030000,12493.125558
2018-01-08,16218.850000,16322.300000,12812.000000,14902.540000,26600.609912
2018-01-09,14902.540000,15500.000000,14011.050000,14400.000000,14315.004253
2018-01-10,14401.000000,14955.660000,13131.310000,14907.090000,17411.001655
2018-01-11,14940.000000,14968.680000,11400.000000,13238.780000,33554.723751
2018-01-12,13238.760000,14109.780000,12500.000000,13740.010000,16417.162137
2018-01-13,13749.950000,14580.000000,13706.150000,14210.000000,12221.508528
2018-01-14,14210.000000,14339.500000,12569.200000,13474.990000,17017.894329
2018-01-15,13477.980000,14249.990000,13147.790000,13539.930000,14652.094705
2018-01-16,13500.000000,13542.930000,9035.000000,10900.000000,63401.169175
2018-01-17,10899.990000,11680.990000,9037.940000,10988.790000,72331.796646
2018-01-18,10972.590000,11878.820000,10435.330000,10961.970000,48464.434937
2018-01-19,10960.000000,11795.000000,10360.000000,11474.980000,34129.375421
2018-01-20,11474.980000,13099.000000,11412.450000,12799.940000,28768.857827
2018-01-21,12799.800000,12799.800000,10965.000000,11530.000000,41379.773426
2018-01-22,11530.000000,11926.350000,9900.240000,10760.050000,43752.606791
2018-01-23,10760.050000,11399.000000,9905.000000,10799.180000,37473.922552
2018-01-24,10799.140000,11570.480000,10500.000000,11349.990000,27158.587762
2018-01-25,11349.960000,11794.050000,10950.210000,11175.270000,20839.954183
2018-01-26,11184.700000,11643.000000,10311.150000,11089.000000,33056.871960
2018-01-27,11089.000000,11650.000000,10842.690000,11491.000000,18860.768345
2018-01-28,11499.980000,12244.000000,11408.000000,11879.950000,16887.339524
2018-01-29,11879.950000,11975.020000,11139.550000,11251.000000,14170.377538
2018-01-30,11250.110000,11308.420000,9900.000000,10237.510000,25554.372946
2018-01-31,10230.000000,10425.850000,9700.000000,10285.100000,18015.956805
2018-02-01,10285.100000,10335.000000,8750.990000,9224.520000,33564.764311
2018-02-02,9224.520000,9250.000000,8010.020000,8873.030000,49971.626975
2018-02-03,8873.030000,9473.010000,8229.000000,9199.960000,28725.000735
2018-02-04,9199.960000,9368.000000,7930.000000,8184.810000,32014.308449
2018-02-05,8179.990000,8382.800000,6625.000000,6939.990000,63403.182579
2018-02-06,6939.630000,7878.000000,6000.010000,7652.140000,100201.500307
2018-02-07,7655.020000,8476.000000,7150.010000,7599.000000,60778.460497
2018-02-08,7599.000000,7844.000000,7572.090000,7784.020000,1521.537318
2018-02-09,7789.900000,8738.000000,7789.900000,8683.920000,20482.910825
2018-02-10,8683.930000,9065.780000,8120.000000,8533.980000,49381.512653
2018-02-11,8533.990000,8549.000000,7726.530000,8063.880000,45025.187952
2018-02-12,8063.820000,8989.000000,8053.000000,8903.000000,41987.850490
2018-02-13,8903.000000,8950.000000,8351.000000,8539.900000,35454.972956
2018-02-14,8535.170000,9489.600000,8533.000000,9449.990000,40811.952867
2018-02-15,9449.980000,10219.500000,9301.500000,10000.090000,52427.596715
2018-02-16,10000.890000,10323.370000,9666.000000,10159.980000,38161.205974
2018-02-17,10156.070000,11075.070000,10050.000000,11039.550000,41882.108407
2018-02-18,11039.550000,11274.000000,10080.000000,10383.430000,61137.380728
2018-02-19,10375.010000,11250.000000,10270.330000,11153.000000,40831.417131
2018-02-20,11147.110000,11786.010000,11100.590000,11200.990000,48153.354288
2018-02-21,11195.070000,11304.030000,10200.000000,10437.600000,68113.818754
2018-02-22,10439.020000,10933.440000,9679.000000,9811.040000,67060.166483
2018-02-23,9815.550000,10435.000000,9570.190000,10131.040000,57202.702370
2018-02-24,10131.040000,10496.970000,9352.000000,9694.510000,40888.156299
2018-02-25,9694.510000,9847.000000,9274.800000,9590.000000,28373.517586
2018-02-26,9590.000000,10444.320000,9350.000000,10324.000000,34878.292756
2018-02-27,10321.000000,10870.000000,10121.000000,10569.040000,30705.385123
2018-02-28,10584.330000,11098.000000,10300.000000,10326.760000,30800.983782
2018-03-01,10325.640000,11060.410000,10240.000000,10920.000000,25092.553930
2018-03-02,10923.360000,11200.000000,10770.000000,11039.000000,23910.710090
2018-03-03,11038.990000,11544.000000,11015.010000,11464.480000,21287.153280
2018-03-04,11464.470000,11565.000000,11050.020000,11515.000000,17295.918653
2018-03-05,11515.000000,11710.000000,11415.010000,11454.000000,15144.231063
2018-03-06,11455.000000,11455.000000,10555.480000,10716.480000,29515.572363
2018-03-07,10716.480000,10899.000000,9389.310000,9910.000000,50647.671080
2018-03-08,9910.000000,10099.000000,9060.000000,9271.640000,41109.473226
2018-03-09,9267.070000,9410.000000,8329.000000,9227.000000,64112.291407
2018-03-10,9230.000000,9490.000000,8667.070000,8770.220000,37180.012857
2018-03-11,8770.220000,9740.000000,8450.000000,9533.570000,44325.973386
2018-03-12,9533.570000,9888.880000,8780.000000,9131.340000,42230.777930
2018-03-13,9131.340000,9474.000000,8823.000000,9150.000000,40191.409358
2018-03-14,9151.920000,9333.780000,7900.280000,8170.000000,49708.094108
2018-03-15,8184.010000,8430.000000,7650.000000,8240.980000,52291.022277
2018-03-16,8240.980000,8611.640000,7900.000000,8260.000000,38815.409893
2018-03-17,8260.000000,8348.620000,7721.990000,7824.800000,33110.206329
2018-03-18,7824.010000,8317.400000,7322.000000,8189.990000,59488.231711
2018-03-19,8189.000000,8705.230000,8088.400000,8600.000000,55297.084942
2018-03-20,8595.010000,9050.000000,8280.000000,8909.980000,44865.105835
2018-03-21,8909.960000,9177.010000,8750.600000,8885.000000,39972.405371
2018-03-22,8884.820000,9100.000000,8465.100000,8722.900000,40617.556809
2018-03-23,8720.000000,8909.000000,8269.000000,8898.030000,39991.007666
2018-03-24,8898.040000,8999.950000,8491.000000,8546.860000,35466.609572
2018-03-25,8531.250000,8669.850000,8365.770000,8470.150000,29001.769316
2018-03-26,8470.140000,8514.890000,7831.000000,8134.230000,44033.595660
2018-03-27,8134.220000,8215.940000,7730.000000,7795.510000,37427.648050
2018-03-28,7795.510000,8109.000000,7728.000000,7949.300000,26401.331670
2018-03-29,7949.300000,7975.000000,6941.110000,7090.140000,54620.915125
2018-03-30,7090.160000,7292.430000,6600.100000,6840.230000,65306.031976
2018-03-31,6840.240000,7223.360000,6777.000000,6923.910000,36868.539087
2018-04-01,6922.000000,7049.980000,6430.000000,6813.010000,44071.430463
2018-04-02,6813.010000,7125.000000,6765.000000,7056.000000,32123.560072
2018-04-03,7063.970000,7520.000000,7011.010000,7405.210000,37787.331811
2018-04-04,7405.210000,7427.520000,6707.000000,6796.100000,42227.183804
2018-04-05,6796.100000,6902.000000,6566.690000,6770.760000,39029.731460
2018-04-06,6770.000000,6850.000000,6500.000000,6601.390000,27455.011920
2018-04-07,6601.390000,7070.000000,6586.280000,6895.800000,32269.578267
2018-04-08,6895.810000,7109.130000,6880.000000,7018.000000,21427.673165
2018-04-09,7011.040000,7185.000000,6611.000000,6782.720000,34078.297206
2018-04-10,6781.550000,6890.000000,6656.000000,6843.900000,22326.728095
2018-04-11,6839.560000,6990.000000,6787.000000,6953.790000,23997.871177
2018-04-12,6953.780000,8012.230000,6743.200000,7923.000000,64861.595987
2018-04-13,7922.990000,8233.390000,7732.000000,7877.410000,55044.523148
2018-04-14,7877.480000,8186.000000,7810.000000,7999.010000,31621.286357
2018-04-15,8004.000000,8429.540000,7999.020000,8355.000000,27946.720444
2018-04-16,8355.070000,8419.000000,7867.000000,8064.920000,36664.069715
2018-04-17,8064.920000,8173.700000,7825.400000,7885.020000,32152.603567
2018-04-18,7890.960000,8236.430000,7868.000000,8173.000000,26969.044570
2018-04-19,8173.990000,8296.000000,8080.000000,8278.000000,27113.847464
2018-04-20,8273.840000,8930.000000,8177.090000,8856.980000,39795.337485
2018-04-21,8852.120000,9035.000000,8565.000000,8915.310000,40872.229909
2018-04-22,8915.310000,9020.670000,8727.680000,8787.020000,29458.253480
2018-04-23,8785.700000,8985.000000,8745.000000,8934.010000,25838.114709
2018-04-24,8934.000000,9731.010000,8922.000000,9619.990000,46268.790106
2018-04-25,9618.960000,9759.820000,8730.000000,8869.990000,81110.037589
2018-04-26,8869.990000,9307.480000,8651.620000,9266.000000,43300.304245
2018-04-27,9267.030000,9395.000000,8889.000000,8915.350000,37241.347036
2018-04-28,8915.350000,9427.480000,8870.000000,9348.000000,34759.628420
2018-04-29,9348.000000,9570.510000,9163.740000,9419.000000,38149.850035
2018-04-30,9417.040000,9458.640000,9124.990000,9246.010000,35002.033875
2018-05-01,9246.010000,9248.990000,8800.490000,9071.480000,41018.463633
2018-05-02,9071.480000,9268.000000,8970.200000,9247.840000,26123.543961
2018-05-03,9247.810000,9844.000000,9168.400000,9750.000000,38768.388288
2018-05-04,9750.000000,9830.040000,9520.850000,9713.990000,28681.588879
2018-05-05,9714.000000,10020.000000,9682.000000,9864.000000,24990.018345
2018-05-06,9863.990000,9970.000000,9417.030000,9659.010000,27690.351559
2018-05-07,9661.020000,9689.670000,9181.000000,9365.000000,33787.640012
2018-05-08,9365.000000,9475.700000,9060.540000,9187.560000,25533.831889
2018-05-09,9178.000000,9390.000000,8965.000000,9310.000000,25673.524899
2018-05-10,9310.000000,9395.120000,8970.000000,9002.200000,25055.063718
2018-05-11,9002.210000,9016.800000,8341.000000,8400.000000,48227.048061
2018-05-12,8405.940000,8646.880000,8153.000000,8465.940000,40241.320810
2018-05-13,8475.440000,8763.360000,8298.000000,8679.710000,25632.869362
2018-05-14,8679.710000,8879.990000,8277.000000,8663.340000,37389.666533
2018-05-15,8663.370000,8859.990000,8401.300000,8462.000000,28126.956136
2018-05-16,8462.000000,8488.000000,8083.010000,8330.000000,31130.718908
2018-05-17,8330.000000,8464.000000,7979.000000,8041.460000,25439.844799
2018-05-18,8038.820000,8273.210000,7911.900000,8239.810000,23476.158251
2018-05-19,8238.010000,8390.800000,8095.730000,8233.490000,17193.424276
2018-05-20,8233.490000,8609.000000,8163.900000,8526.980000,19957.057109
2018-05-21,8526.970000,8595.310000,8305.000000,8381.240000,21516.596486
2018-05-22,8386.890000,8400.180000,7935.110000,7977.110000,23710.902858
2018-05-23,7977.120000,8031.900000,7425.000000,7501.950000,42910.666774
2018-05-24,7501.950000,7730.730000,7266.990000,7575.010000,37845.446595
2018-05-25,7578.990000,7649.550000,7308.150000,7457.000000,26739.956640
2018-05-26,7456.990000,7620.000000,7300.000000,7333.960000,19464.086071
2018-05-27,7334.000000,7400.000000,7231.110000,7338.990000,18706.945515
2018-05-28,7338.990000,7437.000000,7058.020000,7099.000000,27219.438963
2018-05-29,7099.000000,7540.000000,7032.950000,7461.290000,39407.211830
2018-05-30,7467.980000,7569.000000,7260.500000,7375.960000,32041.583623
2018-05-31,7382.070000,7699.000000,7327.510000,7485.010000,30776.063102
2018-06-01,7485.010000,7608.550000,7355.540000,7521.010000,28259.124078
2018-06-02,7521.010000,7697.330000,7437.000000,7640.030000,26720.690219
2018-06-03,7636.810000,7786.690000,7600.000000,7714.260000,27505.158951
2018-06-04,7714.260000,7760.520000,7446.500000,7487.000000,32258.835115
2018-06-05,7487.000000,7679.490000,7358.000000,7625.000000,31722.973384
2018-06-06,7626.640000,7699.000000,7467.050000,7658.840000,27229.991898
2018-06-07,7658.790000,7765.000000,7620.000000,7691.080000,25062.227202
2018-06-08,7691.080000,7703.500000,7531.000000,7603.440000,23396.804671
2018-06-09,7603.440000,7683.980000,7450.000000,7491.730000,19339.885176
2018-06-10,7491.730000,7491.730000,6622.810000,6764.990000,52342.020032
2018-06-11,6765.000000,6922.000000,6610.000000,6872.000000,34552.162303
2018-06-12,6872.000000,6890.510000,6435.000000,6530.000000,36722.211191
2018-06-13,6530.000000,6627.600000,6118.680000,6292.780000,46185.518100
2018-06-14,6292.780000,6720.000000,6260.000000,6635.980000,44478.130837
2018-06-15,6638.670000,6666.660000,6362.310000,6388.900000,30018.329905
2018-06-16,6380.010000,6560.000000,6320.860000,6483.980000,22277.241147
2018-06-17,6482.500000,6589.030000,6422.000000,6449.610000,19847.247688
2018-06-18,6444.060000,6794.380000,6380.000000,6712.460000,31821.434995
2018-06-19,6711.390000,6841.740000,6653.000000,6741.210000,24311.421143
2018-06-20,6740.000000,6817.230000,6551.810000,6761.510000,26359.752452
2018-06-21,6763.210000,6795.000000,6672.570000,6718.840000,25428.854048
2018-06-22,6717.690000,6733.970000,5918.940000,6045.000000,52157.370833
2018-06-23,6045.920000,6260.000000,6008.480000,6149.980000,26622.788589
2018-06-24,6149.980000,6259.800000,5750.000000,6136.970000,47445.998955
2018-06-25,6137.950000,6350.000000,6061.970000,6252.000000,39164.515306
2018-06-26,6252.000000,6272.540000,6035.000000,6070.780000,19377.240484
2018-06-27,6065.890000,6190.430000,5971.000000,6133.730000,19225.671098
2018-06-28,6134.730000,6173.010000,5827.000000,5853.980000,30585.266026
2018-06-29,5851.010000,6300.000000,5780.000000,6197.920000,33911.287278
2018-06-30,6197.920000,6528.990000,6186.030000,6390.070000,37919.612840
2018-07-01,6391.080000,6441.060000,6251.000000,6356.810000,27562.965974
2018-07-02,6360.820000,6685.000000,6271.620000,6615.290000,36230.452264
2018-07-03,6615.290000,6679.350000,6463.010000,6513.860000,38657.781691
2018-07-04,6511.010000,6784.920000,6441.110000,6586.980000,23571.892777
2018-07-05,6585.530000,6712.000000,6453.330000,6529.200000,35071.972898
2018-07-06,6529.200000,6648.540000,6425.000000,6609.780000,29397.094748
2018-07-07,6609.790000,6818.160000,6508.880000,6756.980000,23973.876886
2018-07-08,6753.480000,6780.000000,6667.440000,6712.100000,24622.947794
2018-07-09,6712.100000,6802.060000,6612.240000,6662.120000,26732.406550
2018-07-10,6662.780000,6681.000000,6263.000000,6296.910000,38560.672702
2018-07-11,6296.910000,6406.000000,6278.990000,6378.070000,28715.498487
2018-07-12,6378.070000,6380.280000,6070.000000,6250.570000,31306.663348
2018-07-13,6251.400000,6350.000000,6110.000000,6214.570000,26375.325286
2018-07-14,6214.570000,6335.000000,6178.000000,6251.990000,17783.071999
2018-07-15,6250.900000,6395.000000,6225.400000,6353.010000,22979.211508
2018-07-16,6354.150000,6747.300000,6330.400000,6723.350000,36204.877080
2018-07-17,6723.330000,7468.990000,6652.040000,7317.440000,52105.423459
2018-07-18,7317.440000,7588.080000,7225.380000,7381.900000,59487.643450
2018-07-19,7381.880000,7576.280000,7270.000000,7466.210000,41218.256437
2018-07-20,7468.860000,7700.000000,7273.000000,7337.530000,46140.313447
2018-07-21,7337.470000,7458.470000,7211.000000,7398.780000,28886.490291
2018-07-22,7399.250000,7582.400000,7335.500000,7394.790000,30270.218440
2018-07-23,7394.780000,7833.000000,7375.000000,7721.010000,41646.346671
2018-07-24,7721.650000,8486.000000,7696.000000,8397.240000,60121.163749
2018-07-25,8397.240000,8491.770000,8050.000000,8175.640000,48257.649124
2018-07-26,8175.630000,8315.690000,7850.060000,7920.000000,43223.481682
2018-07-27,7920.000000,8285.000000,7805.000000,8188.570000,43671.005891
2018-07-28,8188.570000,8246.540000,8067.000000,8225.040000,26215.173839
2018-07-29,8225.040000,8294.510000,8115.000000,8211.000000,25531.226185
2018-07-30,8210.990000,8273.000000,7866.000000,8173.920000,39692.416542
2018-07-31,8171.400000,8180.000000,7633.000000,7730.930000,48296.915587
2018-08-01,7735.670000,7750.000000,7430.000000,7604.580000,42582.312932
2018-08-02,7600.080000,7709.460000,7455.720000,7525.710000,37665.696684
2018-08-03,7525.710000,7540.000000,7282.440000,7418.780000,44669.486047
2018-08-04,7412.270000,7494.810000,6926.000000,7009.840000,36288.426010
2018-08-05,7009.840000,7089.870000,6882.290000,7024.190000,32894.849782
2018-08-06,7024.190000,7160.000000,6821.000000,6934.820000,32760.191643
2018-08-07,6935.000000,7150.460000,6670.000000,6720.060000,45438.473501
2018-08-08,6720.630000,6721.540000,6123.000000,6285.000000,59550.536319
2018-08-09,6283.270000,6622.810000,6178.600000,6529.790000,51941.185111
2018-08-10,6529.790000,6575.880000,6026.390000,6144.010000,59034.974902
2018-08-11,6148.130000,6488.000000,5971.000000,6232.350000,47133.418555
2018-08-12,6222.550000,6472.300000,6130.000000,6308.330000,38567.770712
2018-08-13,6308.560000,6545.000000,6145.040000,6246.350000,53895.828783
2018-08-14,6248.250000,6250.330000,5880.000000,6188.080000,50186.745091
2018-08-15,6188.080000,6609.000000,6172.110000,6267.160000,68806.687026
2018-08-16,6265.270000,6480.000000,6205.600000,6311.750000,48515.254618
2018-08-17,6316.000000,6585.000000,6285.400000,6584.490000,57851.610803
2018-08-18,6579.040000,6620.000000,6288.000000,6387.960000,53742.322172
2018-08-19,6387.960000,6541.000000,6300.000000,6477.530000,45190.847994
2018-08-20,6477.530000,6530.000000,6220.000000,6254.840000,49435.555260
2018-08-21,6251.000000,6500.000000,6235.080000,6480.000000,41569.947408
2018-08-22,6479.980000,6882.540000,6251.200000,6360.890000,77909.391359
2018-08-23,6362.570000,6576.990000,6342.280000,6525.010000,40358.166825
2018-08-24,6525.000000,6725.000000,6440.500000,6681.640000,38305.675322
2018-08-25,6686.980000,6789.000000,6650.610000,6733.640000,19220.505929
2018-08-26,6733.640000,6775.270000,6568.000000,6700.000000,20107.297208
2018-08-27,6700.000000,6940.510000,6646.500000,6908.640000,37747.078747
2018-08-28,6907.260000,7135.000000,6860.000000,7076.110000,48352.917163
2018-08-29,7077.000000,7133.810000,6912.340000,7031.220000,43252.487392
